Esperado,Previsão
0.013355123810470104,0.0359925739467144
0.023314878344535828,0.0560510978102684
0.053194139152765274,0.045203711837530136
0.05907944589853287,0.0633721649646759
0.05409957095980644,0.0467652752995491
0.023767594248056412,0.049244605004787445
0.010638827458024025,-0.002273476915434003
0.003395370440557599,-0.005289803724735975
0.003395370440557599,-0.00316143617965281
0.006790740881115198,0.02585289068520069
0.03214284032583237,1.5555442951153964E-4
0.057721298187971115,0.016756152734160423
0.2413305938243866,0.09808144718408585
0.41875484585762024,0.2789655029773712
0.41511106491088867,0.3792802095413208
0.19452199339866638,0.3008616268634796
0.10763176530599594,0.03916337341070175
0.04204365983605385,0.031201500445604324
0.011211642064154148,-2.70098535111174E-5
0.002242328366264701,-0.009756443090736866
0.002522619441151619,-3.81860532797873E-4
0.011491932906210423,0.006912355776876211
0.017658336088061333,0.0011730202240869403
0.019059792160987854,0.014365537092089653
0.14999185502529144,0.048073068261146545
0.16140426695346832,0.18193253874778748
0.12200424075126648,0.1443510353565216
0.10678767412900925,0.08779682219028473
0.07608281821012497,0.0940486416220665
0.03505244106054306,0.029142161831259727
0.006793109234422445,-0.0012937443098053336
0.0051627629436552525,-0.013982752338051796
0.005977936089038849,-0.0031870107632130384
0.010325525887310505,-0.0033913301303982735
0.010597250424325466,0.0074783796444535255
0.010597250424325466,-0.001656221691519022
0.020143656060099602,0.0448261983692646
0.018288319930434227,0.052004631608724594
0.0320708192884922,0.032857730984687805
0.03498635068535805,0.049648236483335495
0.04426303505897522,0.0337526910007
0.04797370731830597,0.04286700114607811
0.03313101455569267,0.025507189333438873
0.02279413677752018,0.004849283955991268
0.021733945235610008,7.08334322553128E-4
0.011662116274237633,0.007532994728535414
0.037901878356933594,0.005339884199202061
0.06202125549316406,0.027007194235920906
0.09350419789552689,0.09472275525331497
0.09656991064548492,0.11246449500322342
0.11693499237298965,0.10343841463327408
0.1140882596373558,0.12008275836706161
0.08868665248155594,0.08252082020044327
0.04051118716597557,0.041454706341028214
0.012919783592224121,0.003743366338312626
0.005036525893956423,-0.003151759970933199
0.0015328556764870882,-0.0023160967975854874
0.003722649533301592,-1.8818347598426044E-4
0.0162044744938612,0.018272550776600838
0.015547536313533783,0.01204415038228035
0.05906950682401657,0.05061553791165352
0.05928198620676994,0.08263644576072693
0.09476618468761444,0.05829811841249466
0.11027724295854568,0.09894279390573502
0.23054106533527374,0.11040812730789185
0.19569429755210876,0.1863885223865509
0.1026279553771019,0.10258661210536957
0.06841863691806793,0.022656327113509178
0.05991942808032036,0.023138314485549927
0.03888388350605965,0.0286809504032135
0.03505923971533775,0.03102875128388405
0.011898893862962723,0.009794051758944988
0.14603213965892792,0.04163835197687149
0.20737802982330322,0.17371077835559845
0.2051059603691101,0.19961979985237122
0.1617300808429718,0.14485019445419312
0.11773453652858734,0.09532956033945084
0.05143140256404877,0.06027119979262352
0.028710704296827316,-7.528683636337519E-4
0.015697939321398735,0.004498076159507036
0.008468625135719776,0.004675107542425394
0.018796216696500778,-0.0054665193893015385
0.02313380502164364,-9.981413604691625E-4
0.03118932619690895,0.012846441008150578
0.057967305183410645,0.07566531002521515
0.10488399118185043,0.08550312370061874
0.12330169230699539,0.12224437296390533
0.13532167673110962,0.12087778002023697
0.08355822414159775,0.10279661417007446
0.04323314130306244,0.027096347883343697
0.013764811679720879,0.005708338227123022
0.012989329174160957,-0.0087144048884511
0.009693529456853867,0.0017498647794127464
0.009111917577683926,-0.006265754345804453
0.01492803543806076,0.004437299910932779
0.013183199800550938,0.012538187205791473
0.027881495654582977,0.03300987929105759
0.03654736652970314,0.058251045644283295
0.029576992616057396,0.051751505583524704
0.021853065118193626,0.04363027215003967
0.02128789946436882,0.04149544984102249
0.021853065118193626,0.016511952504515648
0.008665870875120163,0.016465287655591965
0.00847748201340437,0.007187965326011181
0.006593597121536732,0.010559091344475746
0.01375235989689827,0.011014217510819435
0.015447855927050114,0.026459669694304466
0.026186000555753708,0.013771269470453262
